,ID,gender,owns_car,owns_realty,#_of_children,total_income,income_type,education,family_status,housing_type,mobile_cellphone?,work_phone?,home_phone?,email?,occupation,#_of_family_members,age,years_employed,MONTHS_BALANCE,STATUS
13896,5089399,F,1,0,0,562500,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,2,40,8,-11,1
13897,5089401,F,1,0,0,562500,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,2,40,8,-28,1
13898,5089402,F,1,0,0,562500,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,2,40,8,-31,1
13899,5089403,F,1,0,0,562500,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,2,40,8,-31,0
13900,5089404,F,1,0,0,562500,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,2,40,8,-22,0
13901,5089417,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-42,0
13902,5089418,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-27,0
13903,5089419,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-56,1
13904,5089420,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-39,0
13905,5089421,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-31,1
13906,5089422,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-19,1
13907,5089423,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-12,0
13908,5090661,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,60,11,-28,0
13909,5089442,F,0,0,0,157500,Working,Higher education,Separated,House / apartment,1,1,1,0,High skill tech staff,1,52,10,-41,0
13910,5089443,F,0,0,0,157500,Working,Higher education,Separated,House / apartment,1,1,1,0,High skill tech staff,1,52,10,-41,0
13911,5089444,F,0,0,0,157500,Working,Higher education,Separated,House / apartment,1,1,1,0,High skill tech staff,1,52,10,-28,1
13912,5089445,F,0,0,0,157500,Working,Higher education,Separated,House / apartment,1,1,1,0,High skill tech staff,1,52,10,-29,0
13913,5089463,F,0,0,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,1,-53,1
13914,5089464,F,0,0,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,1,-47,0
13915,5089465,F,0,0,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,1,-50,1
13916,5089466,F,0,0,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,1,-52,1
13917,5089470,F,0,0,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,1,-40,1
13918,5090674,F,0,0,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,1,-4,0
13919,5089471,F,1,0,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,2,41,5,-11,0
13920,5089473,M,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9,-43,0
13921,5089474,M,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9,-28,0
13922,5089475,M,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9,-10,0
13923,5089476,M,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9,-10,0
13924,5089477,M,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9,-6,0
13925,5089478,M,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9,-12,0
13926,5089479,M,0,0,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Security staff,1,24,2,-6,0
13927,5089480,F,0,0,1,36000,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,0,Laborers,3,36,15,-1,0
13928,5090675,F,0,0,1,36000,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,0,Laborers,3,36,15,-21,0
13929,5089485,F,0,0,2,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,35,1,-21,1
13930,5089486,F,0,0,2,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,35,1,-6,1
13931,5089487,F,0,0,2,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,35,1,-20,1
13932,5090678,F,0,0,2,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,35,1,-25,1
13933,5089499,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,25,1,-9,0
13934,5089500,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,25,1,-35,1
13935,5089501,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,25,1,-1,0
13936,5089502,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,25,1,-6,0
13937,5089503,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,25,1,-15,0
13938,5089504,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,25,1,-42,1
13939,5089505,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-5,0
13940,5089506,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-28,0
13941,5089507,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-28,1
13942,5089508,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-48,1
13943,5089509,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-40,0
13944,5089510,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-48,0
13945,5089511,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-42,0
13946,5089512,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-6,0
13947,5089513,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-54,0
13948,5089514,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-1,0
13949,5089515,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-8,0
13950,5089516,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-24,0
13951,5089517,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-42,0
13952,5089518,F,1,0,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,5,-48,1
13953,5089522,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-33,0
13954,5089523,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-33,0
13955,5089524,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-19,0
13956,5089525,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-31,1
13957,5089526,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-33,1
13958,5089527,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-50,0
13959,5089528,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-46,0
13960,5089529,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-34,1
13961,5089530,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-44,1
13962,5089531,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-50,0
13963,5089532,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-33,0
13964,5089533,F,1,0,0,315000,Working,Higher education,Married,Co-op apartment,1,1,0,0,Medicine staff,2,36,6,-33,0
13965,5089534,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-25,1
13966,5089535,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-42,1
13967,5089536,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-52,0
13968,5089537,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-50,0
13969,5089538,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-48,1
13970,5089539,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-42,0
13971,5089540,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-15,1
13972,5089541,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-21,0
13973,5089542,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-49,1
13974,5090679,F,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,50,15,-48,0
13975,5089544,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-51,0
13976,5089546,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-18,1
13977,5089547,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-4,0
13978,5089548,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-51,0
13979,5089549,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-47,1
13980,5089550,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-45,0
13981,5089552,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-8,0
13982,5089554,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-39,0
13983,5090689,F,0,0,1,135000,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2,36,6,-9,0
13984,5089555,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-25,0
13985,5089556,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-48,0
13986,5089557,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-53,0
13987,5089558,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-4,1
13988,5089560,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-48,1
13989,5089561,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-15,0
13990,5089562,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-29,0
13991,5089563,F,1,0,0,157500,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,31,8,-43,0
13992,5089564,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-53,1
13993,5089565,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-48,1
13994,5089566,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-49,1
13995,5089567,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-60,1
13996,5089569,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-43,1
13997,5089570,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-26,1
13998,5089572,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-34,1
13999,5089573,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-40,1
14000,5089574,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-23,1
14001,5089575,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-38,1
14002,5089576,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-44,0
14003,5089577,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-5,1
14004,5090690,F,0,0,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,31,7,-56,1
14005,5089578,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,1,-5,1
14006,5089579,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,1,-8,0
14007,5089580,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,1,-4,1
14008,5089581,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,1,-4,1
14009,5090691,F,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,1,-7,1
14010,5089585,M,0,0,0,90000,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,24,3,-22,0
14011,5089586,M,0,0,0,90000,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,24,3,-26,0
14012,5089589,M,0,0,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,36,4,-2,0
14013,5089590,M,0,0,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,36,4,-11,0
14014,5089591,M,0,0,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,36,4,-27,1
14015,5089592,M,1,0,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,38,3,-25,0
14016,5089594,M,1,0,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,38,3,-42,0
14017,5089595,M,1,0,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,38,3,-3,0
14018,5089596,M,1,0,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,38,3,-11,0
14019,5089597,F,1,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,33,4,-11,1
14020,5089598,F,1,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,33,4,-22,1
14021,5089601,F,1,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,33,4,-60,1
14022,5089602,F,1,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,33,4,-35,1
14023,5089603,F,1,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,33,4,-20,0
14024,5089605,F,0,0,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,41,4,-33,0
14025,5089606,F,0,0,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,41,4,-57,1
14026,5089607,F,0,0,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,41,4,-52,0
14027,5089609,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-42,0
14028,5089611,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-27,0
14029,5089616,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-20,1
14030,5089617,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-5,1
14031,5089618,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-20,0
14032,5089619,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-9,0
14033,5089620,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-13,0
14034,5089621,F,1,0,0,247500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,43,5,-31,1
14035,5089622,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-17,1
14036,5089623,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-41,1
14037,5089624,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-31,1
14038,5089625,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-6,0
14039,5089626,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-48,0
14040,5089627,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-59,1
14041,5089628,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-11,0
14042,5089629,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-11,0
14043,5089630,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-59,0
14044,5089631,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-9,0
14045,5089632,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-23,1
14046,5089633,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-26,0
14047,5089634,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-37,0
14048,5089635,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-56,0
14049,5090695,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-31,0
14050,5090696,F,0,0,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,1,-11,0
14051,5089636,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-2,1
14052,5089637,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-3,0
14053,5089638,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-5,0
14054,5089639,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-7,0
14055,5089640,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-8,0
14056,5089641,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-8,0
14057,5089642,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-10,0
14058,5089643,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-11,0
14059,5089644,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-22,0
14060,5089645,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-23,0
14061,5089646,M,0,0,1,157500,Working,Higher education,Separated,With parents,1,1,1,0,Laborers,2,30,3,-25,0
14062,5089647,M,1,0,0,306000,Working,Higher education,Married,House / apartment,1,1,0,0,Accountants,2,36,8,-17,0
14063,5089648,M,1,0,0,306000,Working,Higher education,Married,House / apartment,1,1,0,0,Accountants,2,36,8,-17,1
14064,5089649,M,1,0,0,306000,Working,Higher education,Married,House / apartment,1,1,0,0,Accountants,2,36,8,-32,0
14065,5089650,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-60,0
14066,5089652,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-17,1
14067,5089653,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-17,1
14068,5089654,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-16,0
14069,5089655,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-8,1
14070,5089656,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-40,1
14071,5089657,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-53,1
14072,5089658,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-41,0
14073,5089659,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-56,1
14074,5089661,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-55,0
14075,5089662,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-17,0
14076,5089663,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-11,0
14077,5089664,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1,-46,0
14078,5089667,M,0,0,0,157500,Working,Lower secondary,Married,House / apartment,1,1,0,0,Drivers,2,41,1,-21,1
14079,5089670,M,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,26,3,-18,0
14080,5089671,M,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,26,3,-9,0
14081,5089672,M,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,26,3,-16,0
14082,5089673,F,1,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,36,10,-26,0
14083,5089674,F,1,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,36,10,-15,0
14084,5089675,F,1,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,36,10,-36,0
14085,5089676,F,1,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,36,10,-54,0
14086,5090712,F,1,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,36,10,-31,0
14087,5090713,F,1,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,36,10,-44,0
14088,5089683,M,1,0,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,40,2,-60,1
14089,5089684,M,1,0,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,40,2,-37,0
14090,5090714,M,1,0,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,40,2,-11,1
14091,5089687,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-45,1
14092,5089688,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-24,1
14093,5089689,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-8,1
14094,5089690,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-54,1
14095,5089691,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-50,1
14096,5089692,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-60,1
14097,5089693,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-59,1
14098,5089694,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-46,1
14099,5089695,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-27,1
14100,5090715,F,0,0,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,43,1,-40,0
14101,5089702,M,0,0,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,0,0,Security staff,2,40,7,-13,0
14102,5089703,M,0,0,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,0,0,Security staff,2,40,7,-30,1
14103,5089706,M,0,0,0,130500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,33,10,-24,1
14104,5089707,M,0,0,0,130500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,33,10,-19,1
14105,5089709,M,0,0,0,130500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,33,10,-51,1
14106,5089710,M,0,0,0,130500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,33,10,-31,1
14107,5089711,M,0,0,0,130500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Laborers,1,33,10,-44,0
14108,5089722,F,0,0,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Private service staff,1,48,9,-9,0
14109,5089724,F,0,0,0,234000,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1,60,28,-54,0
14110,5089726,F,0,0,0,234000,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1,60,28,-35,0
